"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"278","Teuchitlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Tizapán el Alto",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Tlajomulco de Zúñiga",2015,"Acoso sexual",3,3,1,2,1,0,0,1,1,0,0,1,13
"281","Tolimán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Tomatlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Tonalá",2015,"Acoso sexual",0,0,0,0,1,2,0,0,3,4,2,0,12
"284","Tonaya",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Tonila",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Totatiche",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Tototlán",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Tuxcacuesco",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Tuxcueca",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Tuxpan",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Unión de San Antonio",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Unión de Tula",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Valle de Guadalupe",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Valle de Juárez",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Villa Corona",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Villa Guerrero",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Villa Hidalgo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Villa Purificación",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Yahualica de González Gallo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Zacoalco de Torres",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Zapopan",2015,"Acoso sexual",2,2,0,1,0,2,0,1,5,5,5,1,24
"302","Zapotiltic",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Zapotitlán de Vadillo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Zapotlanejo",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Zapotlán del Rey",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Zapotlán el Grande",2015,"Acoso sexual",0,0,0,0,0,0,0,0,0,2,1,0,3
"307","Acatic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Acatlán de Juárez",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Ahualulco de Mercado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Amacueca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Amatitán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Ameca",2015,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"313","Arandas",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Atemajac de Brizuela",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Atengo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Atenguillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Atotonilco el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Atoyac",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Autlán de Navarro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Ayotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Ayutla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Bolaños",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Cabo Corrientes",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Casimiro Castillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Cañadas de Obregón",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Chapala",2015,"Feminicidio",0,0,0,1,0,0,0,0,0,0,0,0,1
"327","Chimaltitán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Chiquilistlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Cihuatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Cocula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Colotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Concepción de Buenos Aires",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"333","Cuautitlán de García Barragán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Cuautla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Cuquío",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Degollado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Ejutla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"338","El Arenal",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"339","El Grullo",2015,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"340","El Limón",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"341","El Salto",2015,"Feminicidio",0,1,0,0,0,0,0,0,0,2,0,1,4
"342","Encarnación de Díaz",2015,"Feminicidio",0,1,0,0,0,0,0,1,0,0,0,0,2
"343","Etzatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Guachinango",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Guadalajara",2015,"Feminicidio",1,2,2,1,0,0,2,2,1,2,1,0,14
"346","Gómez Farías",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Hostotipaquillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Huejuquilla el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Huejúcar",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Ixtlahuacán de los Membrillos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"351","Ixtlahuacán del Río",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Jalostotitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Jamay",2015,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"354","Jesús María",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Jilotlán de los Dolores",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Jocotepec",2015,"Feminicidio",0,0,0,0,0,1,0,0,0,0,0,0,1
"357","Juanacatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Juchitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"359","La Barca",2015,"Feminicidio",1,0,0,0,0,0,0,0,0,0,0,0,1
"360","La Huerta",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"361","La Manzanilla de la Paz",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Lagos de Moreno",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Magdalena",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Mascota",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Mazamitla",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Mexticacán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Mezquitic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"368","Mixtlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"369","No Especificado",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Ocotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"371","Ojuelos de Jalisco",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Pihuamo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Poncitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Puerto Vallarta",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"375","Quitupan",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"376","San Cristóbal de la Barranca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"377","San Diego de Alejandría",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"378","San Gabriel",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"379","San Ignacio Cerro Gordo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"380","San Juan de los Lagos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"381","San Juanito de Escobedo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"382","San Julián",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"383","San Marcos",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"384","San Martín Hidalgo",2015,"Feminicidio",0,0,0,0,0,0,0,0,1,0,0,0,1
"385","San Martín de Bolaños",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"386","San Miguel el Alto",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"387","San Pedro Tlaquepaque",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"388","San Sebastián del Oeste",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Santa María de los Ángeles",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Santa María del Oro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Sayula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"392","Tala",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Talpa de Allende",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Tamazula de Gordiano",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Tapalpa",2015,"Feminicidio",0,0,0,0,1,0,0,0,0,0,0,0,1
"396","Tecalitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Techaluta de Montenegro",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Tecolotlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Tenamaxtlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Teocaltiche",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Teocuitatlán de Corona",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Tepatitlán de Morelos",2015,"Feminicidio",0,0,0,0,0,0,0,1,1,0,0,0,2
"403","Tequila",2015,"Feminicidio",0,1,0,0,0,0,0,0,1,0,1,0,3
"404","Teuchitlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Tizapán el Alto",2015,"Feminicidio",0,0,0,0,0,1,0,0,0,0,0,0,1
"406","Tlajomulco de Zúñiga",2015,"Feminicidio",1,0,2,0,0,2,0,1,1,0,0,0,7
"407","Tolimán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Tomatlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Tonalá",2015,"Feminicidio",0,0,1,0,0,0,1,0,0,0,0,2,4
"410","Tonaya",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Tonila",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Totatiche",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"413","Tototlán",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Tuxcacuesco",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Tuxcueca",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Tuxpan",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,1,0,0,1
"417","Unión de San Antonio",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Unión de Tula",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Valle de Guadalupe",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Valle de Juárez",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Villa Corona",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"422","Villa Guerrero",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Villa Hidalgo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Villa Purificación",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Yahualica de González Gallo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"426","Zacoalco de Torres",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Zapopan",2015,"Feminicidio",1,0,0,0,0,1,1,0,0,1,0,2,6
"428","Zapotiltic",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Zapotitlán de Vadillo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Zapotlanejo",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"431","Zapotlán del Rey",2015,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Zapotlán el Grande",2015,"Feminicidio",0,0,1,0,0,0,0,0,0,0,0,0,1
"433","Acatic",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Acatlán de Juárez",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Ahualulco de Mercado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Amacueca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Amatitán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Ameca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Arandas",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Atemajac de Brizuela",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Atengo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Atenguillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Atotonilco el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Atoyac",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Autlán de Navarro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Ayotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Ayutla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Bolaños",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Cabo Corrientes",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Casimiro Castillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Cañadas de Obregón",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Chapala",2015,"Hostigamiento sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"453","Chimaltitán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Chiquilistlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Cihuatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Cocula",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Colotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Concepción de Buenos Aires",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Cuautitlán de García Barragán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Cuautla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Cuquío",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Degollado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Ejutla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"464","El Arenal",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"465","El Grullo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"466","El Limón",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"467","El Salto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Encarnación de Díaz",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Etzatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Guachinango",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Guadalajara",2015,"Hostigamiento sexual",0,0,0,0,0,0,1,1,1,2,1,0,6
"472","Gómez Farías",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Hostotipaquillo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Huejuquilla el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"475","Huejúcar",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"476","Ixtlahuacán de los Membrillos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Ixtlahuacán del Río",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Jalostotitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Jamay",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Jesús María",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Jilotlán de los Dolores",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Jocotepec",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Juanacatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Juchitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"485","La Barca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"486","La Huerta",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"487","La Manzanilla de la Paz",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"488","Lagos de Moreno",2015,"Hostigamiento sexual",0,0,0,1,1,0,0,0,0,0,0,0,2
"489","Magdalena",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Mascota",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Mazamitla",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Mexticacán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Mezquitic",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Mixtlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"495","No Especificado",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"496","Ocotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"497","Ojuelos de Jalisco",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Pihuamo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Poncitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Puerto Vallarta",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Quitupan",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"502","San Cristóbal de la Barranca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"503","San Diego de Alejandría",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"504","San Gabriel",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"505","San Ignacio Cerro Gordo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"506","San Juan de los Lagos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"507","San Juanito de Escobedo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"508","San Julián",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"509","San Marcos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"510","San Martín Hidalgo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"511","San Martín de Bolaños",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"512","San Miguel el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"513","San Pedro Tlaquepaque",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,2,0,0,2
"514","San Sebastián del Oeste",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"515","Santa María de los Ángeles",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Santa María del Oro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Sayula",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Tala",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Talpa de Allende",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Tamazula de Gordiano",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Tapalpa",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Tecalitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Techaluta de Montenegro",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Tecolotlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Tenamaxtlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"526","Teocaltiche",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Teocuitatlán de Corona",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Tepatitlán de Morelos",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Tequila",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Teuchitlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Tizapán el Alto",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"532","Tlajomulco de Zúñiga",2015,"Hostigamiento sexual",0,0,1,0,0,0,1,0,0,0,2,0,4
"533","Tolimán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Tomatlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Tonalá",2015,"Hostigamiento sexual",0,0,0,0,0,3,0,0,0,0,0,0,3
"536","Tonaya",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Tonila",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Totatiche",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Tototlán",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Tuxcacuesco",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Tuxcueca",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Tuxpan",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Unión de San Antonio",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Unión de Tula",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Valle de Guadalupe",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"546","Valle de Juárez",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Villa Corona",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Villa Guerrero",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Villa Hidalgo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Villa Purificación",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Yahualica de González Gallo",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Zacoalco de Torres",2015,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"553","Zapopan",2015,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,1,2,0,4
